urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
219;[40.117897, -8.8586755];Região de Saúde do Centro;611;Hospital Distrital da Figueira da Foz, EPE;2014-03;1406;795
395;[38.5283754, -8.8818638];Região de Saúde LVT;892;Centro Hospitalar de Setúbal, EPE;2014-03;2166;1274
573;[39.4054629, -9.1258493];Região de Saúde LVT;660;Centro Hospitalar do Oeste, EPE;2014-03;1539;879
426;[39.478072, -8.5404429];Região de Saúde LVT;739;Centro Hospitalar Médio Tejo, EPE;2014-03;1646;907
540;[38.821455, -9.176296];Região de Saúde LVT;1005;Hospital de Loures, PPP;2014-03;2837;1832
607;[38.6658713, -9.1822554];Região de Saúde LVT;1159;Hospital Garcia de Orta, EPE;2014-03;2652;1493
577;[41.3031784, -7.7515252];Região de Saúde Norte;1017;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2014-03;3145;2128
574;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1776;Hospital Espírito Santo de Évora, EPE;2014-04;4946;3170
244;[38.0162314, -8.6956768];Região de Saúde do Alentejo;463;Unidade Local de Saúde do Litoral Alentejano, EPE;2014-04;1147;684
313;[39.3003425, -7.4263845];Região de Saúde do Alentejo;903;Unidade Local de Saúde do Norte Alentejano, EPE;2014-04;1997;1094
2324;[40.2191523, -8.4098211];Região de Saúde do Centro;5832;Centro Hospitalar e Universitário de Coimbra, EPE;2014-04;12323;6491
417;[39.8212263, -7.4981271];Região de Saúde do Centro;848;Unidade Local de Saúde de Castelo Branco, EPE;2014-04;1876;1028
283;[38.6554005, -9.0592392];Região de Saúde LVT;965;Centro Hospitalar Barreiro/Montijo, EPE;2014-04;1947;982
1866;[38.7500861, -9.1616116];Região de Saúde LVT;3654;Centro Hospitalar Universitário de Lisboa Norte, EPE;2014-04;7944;4290
819;[40.9293884, -8.5458794];Região de Saúde Norte;2432;Centro Hospitalar Entre Douro e Vouga, EPE;2014-04;5619;3187
991;[41.2494561, -8.264901];Região de Saúde Norte;2349;Centro Hospitalar Tâmega e Sousa, EPE;2014-04;5821;3472
59;[41.5324234, -8.6171561];Região de Saúde Norte;277;Hospital Santa Maria Maior, EPE;2014-04;1013;736
686;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2268;Hospital Espírito Santo de Évora, EPE;2014-05;6206;3938
1112;[39.7414812, -8.7982706];Região de Saúde do Centro;2158;Centro Hospitalar de Leiria, EPE;2014-05;5241;3083
344;[40.117897, -8.8586755];Região de Saúde do Centro;1050;Hospital Distrital da Figueira da Foz, EPE;2014-05;2405;1355
428;[40.5309916, -7.2734793];Região de Saúde do Centro;1387;Unidade Local de Saúde da Guarda, EPE;2014-05;3504;2117
508;[39.8212263, -7.4981271];Região de Saúde do Centro;1076;Unidade Local de Saúde de Castelo Branco, EPE;2014-05;2334;1258
1722;[38.708454, -9.216985];Região de Saúde LVT;3337;Centro Hospitalar de Lisboa Ocidental, EPE;2014-05;6385;3048
901;[38.821455, -9.176296];Região de Saúde LVT;1644;Hospital de Loures, PPP;2014-05;4704;3060
1256;[41.2494561, -8.264901];Região de Saúde Norte;3001;Centro Hospitalar Tâmega e Sousa, EPE;2014-05;7485;4484
1105;[41.56785, -8.398982];Região de Saúde Norte;3998;Hospital de Braga, PPP;2014-05;10545;6547
203;[41.1785642, -8.6062881];Região de Saúde Norte;2415;Instituto Português Oncologia do Porto, EPE;2014-05;4549;2134
812;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2645;Hospital Espírito Santo de Évora, EPE;2014-06;7298;4653
478;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1276;Unidade Local de Saúde do Norte Alentejano, EPE;2014-06;2873;1597
1873;[37.0238973, -7.9281554];Região de Saúde do Algarve;2697;Centro Hospitalar Universitário do Algarve,EPE;2014-06;5359;2662
582;[39.8212263, -7.4981271];Região de Saúde do Centro;1285;Unidade Local de Saúde de Castelo Branco, EPE;2014-06;2854;1569
845;[39.478072, -8.5404429];Região de Saúde LVT;1724;Centro Hospitalar Médio Tejo, EPE;2014-06;3806;2082
2366;[38.7422257, -9.2264834];Região de Saúde LVT;2988;Hospital Professor Doutor Fernando Fonseca, EPE;2014-06;7688;4700
2548;[41.1472498, -8.6172617];Região de Saúde Norte;6280;Centro Hospitalar Universitário do Porto, EPE;2014-06;15427;9147
1092;[41.3031784, -7.7515252];Região de Saúde Norte;1904;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2014-06;5969;4065
451;[38.0162314, -8.6956768];Região de Saúde do Alentejo;767;Unidade Local de Saúde do Litoral Alentejano, EPE;2014-07;2008;1241
2251;[37.0238973, -7.9281554];Região de Saúde do Algarve;3093;Centro Hospitalar Universitário do Algarve,EPE;2014-07;6222;3129
504;[40.2804158, -7.4922407];Região de Saúde do Centro;1710;Centro Hospitalar Universitário Cova da Beira, EPE;2014-07;3380;1670
4674;[38.7166948, -9.1371248];Região de Saúde LVT;9374;Centro Hospitalar Universitário Lisboa Central, EPE;2014-07;20626;11252
994;[39.478072, -8.5404429];Região de Saúde LVT;1967;Centro Hospitalar Médio Tejo, EPE;2014-07;4382;2415
951;[39.2410946, -8.6937515];Região de Saúde LVT;1719;Hospital Distrital de Santarém, EPE;2014-07;3736;2017
1413;[38.6658713, -9.1822554];Região de Saúde LVT;2541;Hospital Garcia de Orta, EPE;2014-07;6576;4035
142;[38.7396768, -9.1634516];Região de Saúde LVT;2815;Instituto Português Oncologia de Lisboa, EPE;2014-07;4277;1462
922;[41.3423984, -8.4802503];Região de Saúde Norte;2183;Centro Hospitalar do Médio Ave, EPE;2014-07;6206;4023
1432;[40.9293884, -8.5458794];Região de Saúde Norte;4410;Centro Hospitalar Entre Douro e Vouga, EPE;2014-07;10026;5616
1528;[41.1094138, -8.5972617];Região de Saúde Norte;4943;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2014-07;12052;7109
1585;[41.56785, -8.398982];Região de Saúde Norte;5589;Hospital de Braga, PPP;2014-07;14669;9080
288;[41.1785642, -8.6062881];Região de Saúde Norte;3335;Instituto Português Oncologia do Porto, EPE;2014-07;6369;3034
525;[38.0162314, -8.6956768];Região de Saúde do Alentejo;869;Unidade Local de Saúde do Litoral Alentejano, EPE;2014-08;2366;1497
4835;[40.2191523, -8.4098211];Região de Saúde do Centro;10808;Centro Hospitalar e Universitário de Coimbra, EPE;2014-08;22524;11716
1112;[39.478072, -8.5404429];Região de Saúde LVT;2187;Centro Hospitalar Médio Tejo, EPE;2014-08;4867;2680
1475;[41.7056054, -8.8252713];Região de Saúde Norte;2704;Unidade Local de Saúde do Alto Minho, EPE;2014-08;6486;3782
3109;[38.708454, -9.216985];Região de Saúde LVT;5430;Centro Hospitalar de Lisboa Ocidental, EPE;2014-09;10804;5374
3728;[38.7422257, -9.2264834];Região de Saúde LVT;4769;Hospital Professor Doutor Fernando Fonseca, EPE;2014-09;11509;6740
1985;[41.1094138, -8.5972617];Região de Saúde Norte;5817;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2014-09;14327;8510
1649;[41.7056054, -8.8252713];Região de Saúde Norte;2992;Unidade Local de Saúde do Alto Minho, EPE;2014-09;7324;4332
1337;[41.8056532, -6.7888197];Região de Saúde Norte;1498;Unidade Local de Saúde do Nordeste, EPE;2014-09;4031;2533
1004;[38.014123, -7.8721227];Região de Saúde do Alentejo;1194;Unidade Local de Saúde do Baixo Alentejo, EPE;2014-10;2737;1543
2269;[39.7414812, -8.7982706];Região de Saúde do Centro;4230;Centro Hospitalar de Leiria, EPE;2014-10;10176;5946
3505;[38.708454, -9.216985];Região de Saúde LVT;6064;Centro Hospitalar de Lisboa Ocidental, EPE;2014-10;12163;6099
1803;[39.4054629, -9.1258493];Região de Saúde LVT;2125;Centro Hospitalar do Oeste, EPE;2014-10;4841;2716
4813;[38.7500861, -9.1616116];Região de Saúde LVT;8601;Centro Hospitalar Universitário de Lisboa Norte, EPE;2014-10;19165;10564
4209;[38.7422257, -9.2264834];Região de Saúde LVT;5537;Hospital Professor Doutor Fernando Fonseca, EPE;2014-10;13185;7648
1940;[38.6658713, -9.1822554];Região de Saúde LVT;3666;Hospital Garcia de Orta, EPE;2014-10;9655;5989
1943;[41.3031784, -7.7515252];Região de Saúde Norte;2958;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2014-10;9213;6255
1824;[41.7056054, -8.8252713];Região de Saúde Norte;3388;Unidade Local de Saúde do Alto Minho, EPE;2014-10;8370;4982
1511;[41.8056532, -6.7888197];Região de Saúde Norte;1654;Unidade Local de Saúde do Nordeste, EPE;2014-10;4515;2861
3617;[37.0238973, -7.9281554];Região de Saúde do Algarve;4694;Centro Hospitalar Universitário do Algarve,EPE;2014-11;9485;4791
2504;[39.7414812, -8.7982706];Região de Saúde do Centro;4646;Centro Hospitalar de Leiria, EPE;2014-11;11193;6547
724;[40.117897, -8.8586755];Região de Saúde do Centro;2280;Hospital Distrital da Figueira da Foz, EPE;2014-11;5191;2911
1979;[39.4054629, -9.1258493];Região de Saúde LVT;2327;Centro Hospitalar do Oeste, EPE;2014-11;5303;2976
2347;[40.9293884, -8.5458794];Região de Saúde Norte;7035;Centro Hospitalar Entre Douro e Vouga, EPE;2014-11;15494;8459
2693;[41.2494561, -8.264901];Região de Saúde Norte;6839;Centro Hospitalar Tâmega e Sousa, EPE;2014-11;16946;10107
133;[41.5324234, -8.6171561];Região de Saúde Norte;888;Hospital Santa Maria Maior, EPE;2014-11;2728;1840
1645;[41.8056532, -6.7888197];Região de Saúde Norte;1799;Unidade Local de Saúde do Nordeste, EPE;2014-11;4943;3144
1098;[40.5309916, -7.2734793];Região de Saúde do Centro;2914;Unidade Local de Saúde da Guarda, EPE;2014-12;7819;4905
2164;[39.4054629, -9.1258493];Região de Saúde LVT;2473;Centro Hospitalar do Oeste, EPE;2014-12;5762;3289
2092;[38.821455, -9.176296];Região de Saúde LVT;3845;Hospital de Loures, PPP;2014-12;11218;7373
2513;[40.9293884, -8.5458794];Região de Saúde Norte;7611;Centro Hospitalar Entre Douro e Vouga, EPE;2014-12;16731;9120
2723;[41.56785, -8.398982];Região de Saúde Norte;9461;Hospital de Braga, PPP;2014-12;24707;15246
138;[38.5684861, -7.9032848];Região de Saúde do Alentejo;425;Hospital Espírito Santo de Évora, EPE;2015-01;1163;738
71;[38.0162314, -8.6956768];Região de Saúde do Alentejo;99;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-01;321;222
315;[37.0238973, -7.9281554];Região de Saúde do Algarve;431;Centro Hospitalar Universitário do Algarve,EPE;2015-01;850;419
49;[40.117897, -8.8586755];Região de Saúde do Centro;172;Hospital Distrital da Figueira da Foz, EPE;2015-01;463;291
89;[39.8212263, -7.4981271];Região de Saúde do Centro;201;Unidade Local de Saúde de Castelo Branco, EPE;2015-01;413;212
92;[38.6554005, -9.0592392];Região de Saúde LVT;214;Centro Hospitalar Barreiro/Montijo, EPE;2015-01;462;248
677;[38.7166948, -9.1371248];Região de Saúde LVT;1297;Centro Hospitalar Universitário Lisboa Central, EPE;2015-01;2800;1503
381;[38.708454, -9.216985];Região de Saúde LVT;640;Centro Hospitalar de Lisboa Ocidental, EPE;2015-01;1292;652
138;[38.5283754, -8.8818638];Região de Saúde LVT;260;Centro Hospitalar de Setúbal, EPE;2015-01;692;432
174;[38.821455, -9.176296];Região de Saúde LVT;339;Hospital de Loures, PPP;2015-01;962;623
187;[38.6658713, -9.1822554];Região de Saúde LVT;395;Hospital Garcia de Orta, EPE;2015-01;989;594
106;[41.3828711, -8.7589945];Região de Saúde Norte;245;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2015-01;371;126
207;[41.1094138, -8.5972617];Região de Saúde Norte;581;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2015-01;1782;1201
134;[41.1794456, -8.6745115];Região de Saúde Norte;332;Unidade Local de Saúde de Matosinhos, EPE;2015-01;1093;761
185;[41.7056054, -8.8252713];Região de Saúde Norte;373;Unidade Local de Saúde do Alto Minho, EPE;2015-01;917;544
1094;[40.2191523, -8.4098211];Região de Saúde do Centro;2961;Centro Hospitalar e Universitário de Coimbra, EPE;2015-02;6270;3309
1241;[38.7166948, -9.1371248];Região de Saúde LVT;2560;Centro Hospitalar Universitário Lisboa Central, EPE;2015-02;5538;2978
824;[38.7500861, -9.1616116];Região de Saúde LVT;2926;Centro Hospitalar Universitário de Lisboa Norte, EPE;2015-02;5476;2550
259;[39.478072, -8.5404429];Região de Saúde LVT;505;Centro Hospitalar Médio Tejo, EPE;2015-02;1067;562
344;[38.6658713, -9.1822554];Região de Saúde LVT;799;Hospital Garcia de Orta, EPE;2015-02;2034;1235
404;[40.9293884, -8.5458794];Região de Saúde Norte;967;Centro Hospitalar Entre Douro e Vouga, EPE;2015-02;2535;1568
194;[41.3828711, -8.7589945];Região de Saúde Norte;448;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2015-02;698;250
437;[41.56785, -8.398982];Região de Saúde Norte;1517;Hospital de Braga, PPP;2015-02;4091;2574
268;[41.1794456, -8.6745115];Região de Saúde Norte;710;Unidade Local de Saúde de Matosinhos, EPE;2015-02;2277;1567
346;[41.7056054, -8.8252713];Região de Saúde Norte;713;Unidade Local de Saúde do Alto Minho, EPE;2015-02;1820;1107
383;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1352;Hospital Espírito Santo de Évora, EPE;2015-03;3585;2233
205;[40.2804158, -7.4922407];Região de Saúde do Centro;591;Centro Hospitalar Universitário Cova da Beira, EPE;2015-03;1370;779
642;[39.7414812, -8.7982706];Região de Saúde do Centro;1128;Centro Hospitalar de Leiria, EPE;2015-03;3013;1885
537;[38.6658713, -9.1822554];Região de Saúde LVT;1210;Hospital Garcia de Orta, EPE;2015-03;3055;1845
1316;[41.1472498, -8.6172617];Região de Saúde Norte;3293;Centro Hospitalar Universitário do Porto, EPE;2015-03;7938;4645
652;[40.9293884, -8.5458794];Região de Saúde Norte;1641;Centro Hospitalar Entre Douro e Vouga, EPE;2015-03;4023;2382
40;[41.5324234, -8.6171561];Região de Saúde Norte;232;Hospital Santa Maria Maior, EPE;2015-03;834;602
106;[41.1785642, -8.6062881];Região de Saúde Norte;1510;Instituto Português Oncologia do Porto, EPE;2015-03;3235;1725
526;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1863;Hospital Espírito Santo de Évora, EPE;2015-04;4692;2829
247;[38.0162314, -8.6956768];Região de Saúde do Alentejo;470;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-04;905;435
474;[39.478072, -8.5404429];Região de Saúde LVT;1065;Centro Hospitalar Médio Tejo, EPE;2015-04;2453;1388
795;[38.729006, -9.418267];Região de Saúde LVT;557;Hospital de Cascais, PPP;2015-04;2158;1601
1626;[38.7422257, -9.2264834];Região de Saúde LVT;1563;Hospital Professor Doutor Fernando Fonseca, EPE;2015-04;2923;1360
508;[41.3423984, -8.4802503];Região de Saúde Norte;979;Centro Hospitalar do Médio Ave, EPE;2015-04;2427;1448
1684;[41.1472498, -8.6172617];Região de Saúde Norte;4386;Centro Hospitalar Universitário do Porto, EPE;2015-04;10655;6269
747;[41.3031784, -7.7515252];Região de Saúde Norte;1170;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2015-04;3723;2553
664;[41.4387173, -8.3086907];Região de Saúde Norte;1864;Hospital da Senhora da Oliveira, Guimarães, EPE;2015-04;3951;2087
52;[41.5324234, -8.6171561];Região de Saúde Norte;336;Hospital Santa Maria Maior, EPE;2015-04;1140;804
166;[41.1785642, -8.6062881];Região de Saúde Norte;1992;Instituto Português Oncologia do Porto, EPE;2015-04;4267;2275
610;[41.8056532, -6.7888197];Região de Saúde Norte;656;Unidade Local de Saúde do Nordeste, EPE;2015-04;1832;1176
1293;[40.516364, -8.0827433];Região de Saúde do Centro;2762;Centro Hospitalar Tondela-Viseu, EPE;2015-05;8887;6125
707;[38.5283754, -8.8818638];Região de Saúde LVT;1329;Centro Hospitalar de Setúbal, EPE;2015-05;4136;2807
989;[38.729006, -9.418267];Região de Saúde LVT;708;Hospital de Cascais, PPP;2015-05;2643;1935
924;[38.821455, -9.176296];Região de Saúde LVT;1630;Hospital de Loures, PPP;2015-05;5216;3586
2277;[41.1831056, -8.6010558];Região de Saúde Norte;7423;Centro Hospitalar Universitário de São João, EPE;2015-05;16690;9267
60;[41.5324234, -8.6171561];Região de Saúde Norte;433;Hospital Santa Maria Maior, EPE;2015-05;1445;1012
785;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2699;Hospital Espírito Santo de Évora, EPE;2015-06;6882;4183
1037;[40.6362453, -8.6543716];Região de Saúde do Centro;1769;Centro Hospitalar do Baixo Vouga, EPE;2015-06;4779;3010
425;[38.6554005, -9.0592392];Região de Saúde LVT;1328;Centro Hospitalar Barreiro/Montijo, EPE;2015-06;2944;1616
1142;[38.821455, -9.176296];Região de Saúde LVT;1941;Hospital de Loures, PPP;2015-06;6215;4274
1132;[41.3031784, -7.7515252];Região de Saúde Norte;1662;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2015-06;5401;3739
663;[38.014123, -7.8721227];Região de Saúde do Alentejo;1106;Unidade Local de Saúde do Baixo Alentejo, EPE;2015-07;2420;1314
2402;[37.0238973, -7.9281554];Região de Saúde do Algarve;2990;Centro Hospitalar Universitário do Algarve,EPE;2015-07;5977;2987
1221;[40.6362453, -8.6543716];Região de Saúde do Centro;2037;Centro Hospitalar do Baixo Vouga, EPE;2015-07;5587;3550
558;[40.5309916, -7.2734793];Região de Saúde do Centro;1352;Unidade Local de Saúde da Guarda, EPE;2015-07;3915;2563
498;[38.6554005, -9.0592392];Região de Saúde LVT;1612;Centro Hospitalar Barreiro/Montijo, EPE;2015-07;3510;1898
893;[41.3423984, -8.4802503];Região de Saúde Norte;1709;Centro Hospitalar do Médio Ave, EPE;2015-07;4217;2508
729;[41.3828711, -8.7589945];Região de Saúde Norte;1704;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2015-07;2926;1222
592;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1426;Unidade Local de Saúde do Norte Alentejano, EPE;2015-08;3890;2464
1764;[39.7414812, -8.7982706];Região de Saúde do Centro;3112;Centro Hospitalar de Leiria, EPE;2015-08;7959;4847
539;[40.117897, -8.8586755];Região de Saúde do Centro;1487;Hospital Distrital da Figueira da Foz, EPE;2015-08;3800;2313
1456;[39.4054629, -9.1258493];Região de Saúde LVT;1251;Centro Hospitalar do Oeste, EPE;2015-08;3336;2085
1564;[38.821455, -9.176296];Região de Saúde LVT;2618;Hospital de Loures, PPP;2015-08;8385;5767
1022;[41.3423984, -8.4802503];Região de Saúde Norte;1772;Centro Hospitalar do Médio Ave, EPE;2015-08;4432;2660
3453;[41.1472498, -8.6172617];Região de Saúde Norte;7866;Centro Hospitalar Universitário do Porto, EPE;2015-08;19498;11632
1796;[41.2494561, -8.264901];Região de Saúde Norte;5254;Centro Hospitalar Tâmega e Sousa, EPE;2015-08;13580;8326
1334;[41.4387173, -8.3086907];Região de Saúde Norte;3605;Hospital da Senhora da Oliveira, Guimarães, EPE;2015-08;7606;4001
3215;[37.0238973, -7.9281554];Região de Saúde do Algarve;3558;Centro Hospitalar Universitário do Algarve,EPE;2015-09;7359;3801
1044;[39.478072, -8.5404429];Região de Saúde LVT;2372;Centro Hospitalar Médio Tejo, EPE;2015-09;5535;3163
1763;[38.821455, -9.176296];Região de Saúde LVT;2956;Hospital de Loures, PPP;2015-09;9481;6525
4164;[41.1831056, -8.6010558];Região de Saúde Norte;12871;Centro Hospitalar Universitário de São João, EPE;2015-09;28267;15396
2144;[41.56785, -8.398982];Região de Saúde Norte;6782;Hospital de Braga, PPP;2015-09;18419;11637
686;[38.0162314, -8.6956768];Região de Saúde do Alentejo;1124;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-10;2041;917
2162;[40.9293884, -8.5458794];Região de Saúde Norte;6590;Centro Hospitalar Entre Douro e Vouga, EPE;2015-10;14035;7445
2284;[41.2494561, -8.264901];Região de Saúde Norte;6617;Centro Hospitalar Tâmega e Sousa, EPE;2015-10;17341;10724
1514;[41.8056532, -6.7888197];Região de Saúde Norte;1601;Unidade Local de Saúde do Nordeste, EPE;2015-10;4963;3362
1059;[38.014123, -7.8721227];Região de Saúde do Alentejo;1711;Unidade Local de Saúde do Baixo Alentejo, EPE;2015-11;3879;2168
